Id,Genre,Adventure,Biography,Comedy,Family
tt0085764,['Comedy'];0;0;1;0
tt0086264,['Comedy'];0;0;1;0
tt0085208,"['Comedy', 'Drama', 'Romance']";0;0;1;0
tt0085551,"['Comedy', 'Music']";0;0;1;0
tt0085868,['Comedy'];0;0;1;0
tt0085588,['Comedy'];0;0;1;0
tt0085542,"['Animation', 'Fantasy', 'Adventure']";1;0;0;0
tt0086582,"['Adventure', 'Drama']";1;0;0;0
tt0086112,"['Comedy', 'Musical', 'Romance']";0;0;1;0
tt0085656,"['Biography', 'Drama', 'Sport']";0;1;0;0
tt0086960,"['Action', 'Comedy', 'Crime']";0;0;1;0
tt0087332,"['Adventure', 'Comedy', 'Fantasy']";1;0;1;0
tt0087469,"['Action', 'Adventure']";1;0;0;0
tt0087363,"['Comedy', 'Fantasy', 'Horror']";0;0;1;0
tt0087538,"['Action', 'Drama', 'Family']";0;0;0;1
tt0087928,['Comedy'];0;0;1;0
tt0088011,"['Action', 'Adventure', 'Comedy']";1;0;1;0
tt0088170,"['Action', 'Adventure', 'Sci-Fi']";1;0;0;0
tt0088161,"['Comedy', 'Fantasy', 'Romance']";0;0;1;0
tt0086879,"['Biography', 'Drama', 'Music']";0;1;0;0
tt0087365,"['Adventure', 'Drama']";1;0;0;0
tt0088000,['Comedy'];0;0;1;0
tt0086998,"['Comedy', 'Drama', 'Music']";0;0;1;0
tt0086927,['Comedy'];0;0;1;0
tt0087062,"['Action', 'Comedy', 'Crime']";0;0;1;0
tt0086873,"['Comedy', 'Fantasy', 'Romance']";0;0;1;0
tt0087078,"['Action', 'Adventure', 'Fantasy']";1;0;0;0
tt0087182,"['Action', 'Adventure', 'Sci-Fi']";1;0;0;0
tt0088172,"['Adventure', 'Drama', 'Romance']";1;0;0;0
tt0087597,"['Action', 'Adventure', 'Sci-Fi']";1;0;0;0
tt0087032,"['Action', 'Comedy']";0;0;1;0
tt0088242,"['Comedy', 'Drama']";0;0;1;0
tt0087892,"['Adventure', 'Drama', 'History']";1;0;0;0
tt0087951,['Comedy'];0;0;1;0
tt0087755,"['Comedy', 'Drama', 'Family']";0;0;1;1
tt0088414,"['Comedy', 'Romance']";0;0;1;0
tt0087747,"['Comedy', 'Drama', 'Romance']";0;0;1;0
tt0087265,"['Comedy', 'Drama', 'Romance']";0;0;1;0
tt0088128,"['Comedy', 'Romance']";0;0;1;0
tt0087727,"['Action', 'Adventure', 'Drama']";1;0;0;0
tt0086859,"['Action', 'Adventure', 'Crime']";1;0;0;0
tt0087835,"['Comedy', 'Fantasy']";0;0;1;0
tt0088001,"['Comedy', 'Music']";0;0;1;0
tt0088385,['Comedy'];0;0;1;0
tt0088286,['Comedy'];0;0;1;0
tt0087425,"['Comedy', 'Romance', 'Sport']";0;0;1;0
tt0088323,"['Adventure', 'Drama', 'Family']";1;0;0;1
tt0086955,"['Comedy', 'War']";0;0;1;0
tt0159539,"['Comedy', 'Romance']";0;0;1;0
tt0087507,"['Action', 'Comedy', 'Crime']";0;0;1;0
tt0086999,"['Comedy', 'Drama', 'Musical']";0;0;1;0
tt0087799,"['Comedy', 'Horror', 'Sci-Fi']";0;0;1;0
tt0088206,"['Action', 'Adventure', 'Fantasy']";1;0;0;0
tt0087451,"['Action', 'Adventure', 'Comedy']";1;0;1;0
tt0087482,"['Comedy', 'Drama', 'Romance']";0;0;1;0
tt0087175,"['Adventure', 'Sci-Fi', 'Thriller']";1;0;0;0
tt0088333,['Comedy'];0;0;1;0
tt0088224,"['Action', 'Drama', 'Comedy']";0;0;1;0
tt0088402,"['Comedy', 'Drama']";0;0;1;0
tt0087003,['Comedy'];0;0;1;0
tt0086987,"['Comedy', 'Romance']";0;0;1;0
tt0087866,"['Comedy', 'Drama', 'Sport']";0;0;1;0
tt0086993,"['Action', 'Adventure', 'Drama']";1;0;0;0
tt0087983,"['Drama', 'Romance', 'Comedy']";0;0;1;0
tt0087910,"['Adventure', 'Drama', 'Romance']";1;0;0;0
tt0087525,"['Comedy', 'Music', 'Romance']";0;0;1;0
tt0087385,['Comedy'];0;0;1;0
tt0087932,"['Action', 'Comedy', 'Crime']";0;0;1;0
tt0086856,"['Adventure', 'Comedy', 'Romance']";1;0;1;0
tt0087968,"['Comedy', 'Drama', 'Romance']";0;0;1;0
tt0088103,"['Adventure', 'Fantasy']";1;0;0;0
tt0087635,['Comedy'];0;0;1;0
tt0087428,"['Comedy', 'Drama', 'Romance']";0;0;1;0
tt0086886,"['Comedy', 'Crime', 'Romance']";0;0;1;0
tt0087810,"['Comedy', 'Drama', 'Music']";0;0;1;0
tt0087666,"['Comedy', 'Romance', 'Sport']";0;0;1;0
tt0088258,"['Comedy', 'Music']";0;0;1;0
tt0087513,"['Comedy', 'Romance']";0;0;1;0
tt0087004,"['Comedy', 'Sci-Fi']";0;0;1;0
tt0088379,"['Adventure', 'Fantasy']";1;0;0;0
tt0087054,"['Comedy', 'Drama', 'Romance']";0;0;1;0
tt0088184,"['Comedy', 'Drama']";0;0;1;0
tt0087197,"['Comedy', 'Drama', 'Music']";0;0;1;0
tt0087313,"['Comedy', 'Drama']";0;0;1;0
tt0087260,['Comedy'];0;0;1;0
tt0088006,"['Adventure', 'Crime', 'Drama']";1;0;0;0
tt0087072,['Comedy'];0;0;1;0
tt0088046,['Comedy'];0;0;1;0
tt0085320,"['Biography', 'Drama', 'Romance']";0;1;0;0
tt0087096,"['Adventure', 'Comedy', 'Crime']";1;0;1;0
tt0087995,"['Comedy', 'Crime', 'Sci-Fi']";0;0;1;0
tt0088763,"['Adventure', 'Comedy', 'Sci-Fi']";1;0;1;0
tt0089880,"['Action', 'Adventure', 'Thriller']";1;0;0;0
tt0089755,"['Biography', 'Drama', 'Romance']";0;1;0;0
tt0089370,"['Action', 'Adventure', 'Comedy']";1;0;1;0
tt0089218,"['Adventure', 'Comedy', 'Family']";1;0;1;1
tt0090056,"['Adventure', 'Comedy']";1;0;1;0
tt0089822,['Comedy'];0;0;1;0
tt0089155,"['Comedy', 'Crime', 'Mystery']";0;0;1;0
tt0090264,"['Action', 'Adventure', 'Thriller']";1;0;0;0
tt0089670,['Comedy'];0;0;1;0
tt0089560,"['Biography', 'Drama']";0;1;0;0
tt0088847,"['Comedy', 'Drama']";0;0;1;0
tt0089791,"['Adventure', 'Comedy', 'Family']";1;0;1;1
tt0088850,['Comedy'];0;0;1;0
tt0089530,"['Action', 'Adventure', 'Sci-Fi']";1;0;0;0
tt0088944,"['Action', 'Adventure', 'Thriller']";1;0;0;0
tt0090142,"['Comedy', 'Fantasy']";0;0;1;0
tt0089643,"['Comedy', 'Drama', 'Romance']";0;0;1;0
tt0089017,"['Comedy', 'Drama']";0;0;1;0
tt0089841,"['Comedy', 'Crime', 'Drama']";0;0;1;0
tt0089461,"['Action', 'Comedy', 'Drama']";0;0;1;0
tt0090098,"['Comedy', 'Romance']";0;0;1;0
tt0089087,"['Action', 'Adventure', 'Drama']";1;0;0;0
tt0090305,"['Comedy', 'Romance', 'Sci-Fi']";0;0;1;0
tt0088885,"['Animation', 'Adventure', 'Comedy']";1;0;1;0
tt0088814,"['Animation', 'Adventure', 'Family']";1;0;0;1
tt0090274,['Comedy'];0;0;1;0
tt0090357,"['Adventure', 'Fantasy', 'Mystery']";1;0;0;0
tt0089457,"['Adventure', 'Drama', 'Fantasy']";1;0;0;0
tt0090103,"['Comedy', 'Drama', 'Romance']";0;0;1;0
tt0087231,"['Biography', 'Crime', 'Drama']";0;1;0;0
tt0089421,"['Action', 'Adventure', 'Comedy']";1;0;1;0
tt0088760,"['Family', 'Adventure', 'Sci-Fi']";1;0;0;1
tt0088930,"['Comedy', 'Crime', 'Mystery']";0;0;1;0
tt0089901,"['Action', 'Adventure', 'Comedy']";1;0;1;0
tt0089907,"['Comedy', 'Horror', 'Sci-Fi']";0;0;1;0
tt0090184,['Comedy'];0;0;1;0
tt0089731,"['Family', 'Fantasy']";0;0;0;1
tt0088889,"['Comedy', 'Horror', 'Thriller']";0;0;1;0
tt0089886,"['Comedy', 'Romance', 'Sci-Fi']";0;0;1;0
tt0088947,"['Comedy', 'Drama', 'Mystery']";0;0;1;0
tt0089092,"['Action', 'Adventure', 'Drama']";1;0;0;0
tt0089393,"['Comedy', 'Romance']";0;0;1;0
tt0089444,"['Comedy', 'Drama', 'Music']";0;0;1;0
tt0089222,"['Action', 'Comedy', 'Mystery']";0;0;1;0
tt0089853,"['Comedy', 'Fantasy', 'Romance']";0;0;1;0
tt0089629,['Comedy'];0;0;1;0
tt0088680,"['Comedy', 'Crime', 'Drama']";0;0;1;0
tt0088708,"['Action', 'Adventure', 'Romance']";1;0;0;0
tt0088794,"['Comedy', 'Romance']";0;0;1;0
tt0089504,['Comedy'];0;0;1;0
tt0089730,"['Comedy', 'Horror']";0;0;1;0
tt0089114,"['Adventure', 'Comedy', 'Family']";1;0;1;1
tt0089385,"['Family', 'Adventure']";1;0;0;1
tt0090110,"['Biography', 'Drama', 'Music']";0;1;0;0
tt0090130,"['Action', 'Adventure', 'Crime']";1;0;0;0
tt0089601,"['Comedy', 'Romance']";0;0;1;0
tt0089543,"['Comedy', 'Thriller']";0;0;1;0
tt0089981,"['Comedy', 'Romance']";0;0;1;0
tt0088979,"['Family', 'Sci-Fi']";0;0;0;1
tt0089941,"['Action', 'Adventure', 'Drama']";1;0;0;0
tt0089346,"['Comedy', 'Drama', 'Thriller']";0;0;1;0
tt0090196,"['Comedy', 'Fantasy', 'Horror']";0;0;1;0
tt0089893,"['Action', 'Adventure', 'Fantasy']";1;0;0;0
tt0089272,"['Animation', 'Adventure', 'Family']";1;0;0;1
tt0089208,"['Comedy', 'Music', 'Romance']";0;0;1;0
tt0089264,"['Comedy', 'Drama', 'Romance']";0;0;1;0
tt0088960,"['Comedy', 'Romance', 'Sci-Fi']";0;0;1;0
tt0089420,"['Adventure', 'Biography', 'Drama']";1;1;0;0
tt0089877,"['Animation', 'Adventure', 'Family']";1;0;0;1
tt0089652,"['Action', 'Adventure', 'Comedy']";1;0;1;0
tt0089265,"['Comedy', 'Fantasy', 'Romance']";0;0;1;0
tt0090217,"['Action', 'Comedy', 'Drama']";0;0;1;0
tt0090065,"['Adventure', 'Animation', 'Sci-Fi']";1;0;0;0
tt0089167,['Comedy'];0;0;1;0
tt0089304,['Comedy'];0;0;1;0
tt0088765,['Comedy'];0;0;1;0
tt0089569,['Comedy'];0;0;1;0
tt0088987,"['Biography', 'Crime', 'Drama']";0;1;0;0
tt0089885,"['Comedy', 'Horror', 'Sci-Fi']";0;0;1;0
tt0090036,"['Comedy', 'Music', 'Romance']";0;0;1;0
tt0089052,"['Biography', 'Comedy', 'Drama']";0;1;1;0
tt0089523,"['Comedy', 'Western']";0;0;1;0
tt0089383,"['Comedy', 'Drama']";0;0;1;0
tt0089622,"['Comedy', 'Sci-Fi']";0;0;1;0
tt0089603,"['Biography', 'Drama']";0;1;0;0
tt0090095,"['Comedy', 'Drama', 'Thriller']";0;0;1;0
tt0090112,"['Drama', 'Family']";0;0;0;1
tt0089913,"['Adventure', 'Drama', 'History']";1;0;0;0
tt0089839,['Comedy'];0;0;1;0
tt0086876,"['Comedy', 'Drama']";0;0;1;0
tt0089126,"['Comedy', 'Drama']";0;0;1;0
tt0090323,"['Adventure', 'Thriller', 'Action']";1;0;0;0
tt0090209,"['Comedy', 'Crime', 'Drama']";0;0;1;0
tt0089716,"['Biography', 'Drama', 'History']";0;1;0;0
tt0090555,"['Adventure', 'Comedy']";1;0;1;0
tt0091326,"['Action', 'Family', 'Romance']";0;0;0;1
tt0092007,"['Adventure', 'Comedy', 'Sci-Fi']";1;0;1;0
tt0090685,"['Comedy', 'Romance', 'Sport']";0;0;1;0
tt0091129,"['Action', 'Adventure', 'Comedy']";1;0;1;0
tt0091877,"['Comedy', 'Crime']";0;0;1;0
tt0091042,['Comedy'];0;0;1;0
tt0090966,['Comedy'];0;0;1;0
tt0092005,"['Adventure', 'Drama']";1;0;0;0
tt0091396,"['Comedy', 'Crime', 'Romance']";0;0;1;0
tt0090633,"['Animation', 'Comedy', 'Drama']";0;0;1;0
tt0091777,['Comedy'];0;0;1;0
tt0091187,"['Action', 'Comedy', 'Drama']";0;0;1;0
tt0091738,"['Comedy', 'Drama', 'Fantasy']";0;0;1;0
tt0091949,"['Comedy', 'Family', 'Sci-Fi']";0;0;1;1
tt0091790,"['Comedy', 'Drama', 'Romance']";0;0;1;0
tt0092086,"['Comedy', 'Western']";0;0;1;0
tt0091419,"['Comedy', 'Musical', 'Sci-Fi']";0;0;1;0
tt0090583,"['Comedy', 'Drama', 'Romance']";0;0;1;0
tt0091875,"['Action', 'Comedy', 'Crime']";0;0;1;0
tt0091541,['Comedy'];0;0;1;0
tt0091159,"['Comedy', 'Drama']";0;0;1;0
tt0091167,"['Comedy', 'Drama']";0;0;1;0
tt0091653,"['Comedy', 'Drama', 'Romance']";0;0;1;0
tt0091306,"['Comedy', 'Romance', 'Thriller']";0;0;1;0
tt0091991,"['Comedy', 'Romance']";0;0;1;0
tt0092214,"['Comedy', 'Sport']";0;0;1;0
tt0091149,"['Animation', 'Adventure', 'Family']";1;0;0;1
tt0091188,"['Comedy', 'Drama']";0;0;1;0
tt0090886,"['Comedy', 'Drama']";0;0;1;0
tt0092105,['Comedy'];0;0;1;0
tt0091223,"['Comedy', 'Fantasy', 'Horror']";0;0;1;0
tt0091059,"['Adventure', 'Family', 'Sci-Fi']";1;0;0;1
tt0091295,"['Biography', 'Comedy', 'Drama']";0;1;1;0
tt0090927,"['Action', 'Adventure', 'Drama']";1;0;0;0
tt0091530,"['Adventure', 'Drama', 'History']";1;0;0;0
tt0091225,"['Action', 'Adventure', 'Comedy']";1;0;1;0
tt0090660,"['Action', 'Comedy', 'Crime']";0;0;1;0
tt0091557,"['Adventure', 'Drama', 'Thriller']";1;0;0;0
tt0092035,['Comedy'];0;0;1;0
tt0091680,"['Comedy', 'Romance']";0;0;1;0
tt0090887,"['Action', 'Comedy', 'Horror']";0;0;1;0
tt0091369,"['Adventure', 'Family', 'Fantasy']";1;0;0;1
tt0090856,['Comedy'];0;0;1;0
tt0090774,['Comedy'];0;0;1;0
tt0091055,"['Action', 'Adventure', 'Comedy']";1;0;1;0
tt0090728,"['Action', 'Adventure', 'Comedy']";1;0;1;0
tt0092133,"['Comedy', 'Drama', 'Music']";0;0;1;0
tt0092226,"['Comedy', 'Crime']";0;0;1;0
tt0091983,"['Comedy', 'Crime', 'Romance']";0;0;1;0
tt0091445,"['Comedy', 'Drama', 'Romance']";0;0;1;0
tt0091178,"['Horror', 'Comedy', 'Musical']";0;0;1;0
tt0092076,"['Comedy', 'Horror']";0;0;1;0
tt0090713,"['Comedy', 'Drama', 'Sport']";0;0;1;0
tt0091499,"['Action', 'Comedy', 'Horror']";0;0;1;0
tt0091939,"['Comedy', 'Romance']";0;0;1;0
tt0092112,"['Comedy', 'Horror', 'Music']";0;0;1;0
tt0091051,"['Action', 'Comedy', 'Crime']";0;0;1;0
tt0091584,"['Animation', 'Family', 'Fantasy']";0;0;0;1
tt0091203,"['Action', 'Adventure', 'Fantasy']";1;0;0;0
tt0092106,"['Animation', 'Action', 'Adventure']";1;0;0;0
tt0092147,"['Comedy', 'Horror']";0;0;1;0
tt0091668,"['Comedy', 'Crime', 'Romance']";0;0;1;0
tt0091579,['Comedy'];0;0;1;0
tt0091344,"['Action', 'Adventure', 'Horror']";1;0;0;0
tt0091003,"['Action', 'Adventure', 'Fantasy']";1;0;0;0
tt0092079,"['Comedy', 'Drama']";0;0;1;0
tt0092042,['Adventure'];1;0;0;0
tt0091954,"['Biography', 'Drama', 'Music']";0;1;0;0
tt0092850,"['Comedy', 'Horror']";0;0;1;0
tt0092117,"['Musical', 'Comedy']";0;0;1;0
tt0091934,"['Adventure', 'Crime', 'Drama']";1;0;0;0
tt0091963,"['Action', 'Adventure', 'War']";1;0;0;0
tt0090848,"['Adventure', 'Drama', 'Fantasy']";1;0;0;0
tt0091282,"['Adventure', 'Action', 'Comedy']";1;0;1;0
tt0090985,"['Comedy', 'Drama']";0;0;1;0
tt0090852,['Comedy'];0;0;1;0
tt0090967,"['Comedy', 'Crime', 'Drama']";0;0;1;0
tt0090568,"['Action', 'Adventure', 'Crime']";1;0;0;0
tt0092104,"['Comedy', 'Drama', 'Romance']";0;0;1;0
tt0092068,"['Comedy', 'Crime', 'Drama']";0;0;1;0
tt0091113,"['Comedy', 'Drama']";0;0;1;0
tt0092205,['Adventure'];1;0;0;0
tt0091534,['Comedy'];0;0;1;0
tt0091630,"['Comedy', 'Horror', 'Sci-Fi']";0;0;1;0
tt0090934,"['Drama', 'Family', 'Romance']";0;0;0;1
tt0092195,"['Action', 'Comedy', 'Music']";0;0;1;0
tt0092074,"['Comedy', 'Horror', 'Sci-Fi']";0;0;1;0
tt0091374,"['Biography', 'Drama', 'History']";0;1;0;0
tt0090769,"['Biography', 'Drama', 'Sport']";0;1;0;0
tt0089221,"['Comedy', 'Drama']";0;0;1;0
tt0091400,"['Action', 'Adventure']";1;0;0;0
tt0094037,"['Action', 'Comedy']";0;0;1;0
tt0093315,"['Comedy', 'Sport']";0;0;1;0
tt0091173,['Comedy'];0;0;1;0
tt0091213,"['Action', 'Comedy', 'Crime']";0;0;1;0
tt0092644,"['Action', 'Comedy', 'Crime']";0;0;1;0
tt0092644,"['Action', 'Comedy', 'Crime']";0;0;1;0
tt0093105,"['Biography', 'Comedy', 'Drama']";0;1;1;0
tt0093565,"['Comedy', 'Drama', 'Romance']";0;0;1;0
tt0094025,"['Comedy', 'Thriller']";0;0;1;0
tt0094332,"['Comedy', 'Fantasy', 'Horror']";0;0;1;0
tt0094142,"['Comedy', 'Crime', 'Thriller']";0;0;1;0
tt0092925,"['Comedy', 'Crime']";0;0;1;0
tt0093378,"['Biography', 'Drama', 'Music']";0;1;0;0
tt0093690,['Comedy'];0;0;1;0
tt0092699,"['Comedy', 'Drama', 'Romance']";0;0;1;0
tt0093428,"['Action', 'Adventure', 'Thriller']";1;0;0;0
tt0092948,"['Documentary', 'Comedy']";0;0;1;0
tt0093389,"['Biography', 'Drama', 'History']";0;1;0;0
tt0093493,"['Comedy', 'Fantasy', 'Romance']";0;0;1;0
tt0093886,"['Comedy', 'Romance']";0;0;1;0
tt0092666,"['Comedy', 'Romance']";0;0;1;0
tt0094012,"['Adventure', 'Comedy', 'Sci-Fi']";1;0;1;0
tt0094072,"['Comedy', 'Romance']";0;0;1;0
tt0093418,"['Comedy', 'Fantasy']";0;0;1;0
tt0092513,"['Action', 'Adventure', 'Comedy']";1;0;1;0
tt0092494,"['Comedy', 'Family', 'Fantasy']";0;0;1;1
tt0093437,"['Comedy', 'Fantasy', 'Horror']";0;0;1;0
tt0092718,"['Comedy', 'Drama', 'Romance']";0;0;1;0
tt0093779,"['Adventure', 'Comedy', 'Family']";1;0;1;1
tt0093857,['Comedy'];0;0;1;0
tt0093148,"['Comedy', 'Family', 'Fantasy']";0;0;1;1
tt0093756,"['Comedy', 'Crime']";0;0;1;0
tt0093693,"['Comedy', 'Romance']";0;0;1;0
tt0092605,"['Comedy', 'Drama', 'Romance']";0;0;1;0
tt0093260,"['Action', 'Adventure', 'Comedy']";1;0;1;0
tt0094155,"['Comedy', 'Drama']";0;0;1;0
tt0092974,"['Family', 'Comedy']";0;0;1;1
tt0093822,"['Comedy', 'Crime', 'Drama']";0;0;1;0
tt0092638,"['Adventure', 'Family']";1;0;0;1
tt0093175,"['Comedy', 'Drama', 'Fantasy']";0;0;1;0
tt0092798,['Comedy'];0;0;1;0
tt0092690,['Comedy'];0;0;1;0
tt0093507,"['Action', 'Adventure', 'Fantasy']";1;0;0;0
tt0092710,"['Comedy', 'Crime']";0;0;1;0
tt0094074,"['Action', 'Adventure', 'Family']";1;0;0;1
tt0093818,['Comedy'];0;0;1;0
tt0093278,"['Action', 'Adventure', 'Comedy']";1;0;1;0
tt0092796,"['Comedy', 'Fantasy', 'Horror']";0;0;1;0
tt0093737,"['Comedy', 'Crime', 'Drama']";0;0;1;0
tt0092608,"['Comedy', 'Musical']";0;0;1;0
tt0093011,"['Action', 'Comedy', 'Crime']";0;0;1;0
tt0092897,['Comedy'];0;0;1;0
tt0093209,"['Comedy', 'Drama', 'Romance']";0;0;1;0
tt0093476,"['Fantasy', 'Comedy']";0;0;1;0
tt0093051,"['Comedy', 'Drama']";0;0;1;0
tt0094118,"['Comedy', 'Fantasy']";0;0;1;0
tt0093220,"['Comedy', 'Fantasy', 'Horror']";0;0;1;0
tt0094321,"['Comedy', 'Music', 'Romance']";0;0;1;0
tt0093186,"['Comedy', 'Drama', 'Romance']";0;0;1;0
tt0092752,"['Animation', 'Adventure', 'Comedy']";1;0;1;0
tt0092804,"['Biography', 'Drama', 'History']";0;1;0;0
tt0093596,"['Comedy', 'Mystery', 'Romance']";0;0;1;0
tt0093200,['Comedy'];0;0;1;0
tt0093405,"['Action', 'Comedy', 'Sci-Fi']";0;0;1;0
tt0093467,"['Comedy', 'Fantasy', 'Romance']";0;0;1;0
tt0093215,['Comedy'];0;0;1;0
tt0093589,"['Comedy', 'Fantasy', 'Horror']";0;0;1;0
tt0093560,"['Action', 'Comedy', 'Fantasy']";0;0;1;0
tt0092655,"['Adventure', 'Comedy', 'Crime']";1;0;1;0
tt0094331,"['Comedy', 'Drama']";0;0;1;0
tt0093743,"['Animation', 'Adventure', 'Family']";1;0;0;1
tt0092618,"['Comedy', 'Drama', 'Romance']";0;0;1;0
tt0092537,"['Comedy', 'Romance']";0;0;1;0
tt0094021,"['Action', 'Comedy', 'Crime']";0;0;1;0
tt0093664,"['Comedy', 'Romance', 'Drama']";0;0;1;0
tt0093567,['Comedy'];0;0;1;0
tt0092834,"['Comedy', 'Fantasy', 'Romance']";0;0;1;0
tt0093231,"['Comedy', 'Fantasy']";0;0;1;0
tt0093727,['Comedy'];0;0;1;0
tt0093776,"['Biography', 'Drama']";0;1;0;0
tt0093477,"['Comedy', 'Romance', 'Sci-Fi']";0;0;1;0
tt0093072,"['Adventure', 'Comedy', 'Family']";1;0;1;1
tt0094140,"['Drama', 'Comedy']";0;0;1;0
tt0093714,"['Comedy', 'Crime', 'Sport']";0;0;1;0
tt0093913,"['Comedy', 'Drama', 'Romance']";0;0;1;0
tt0092822,"['Comedy', 'Drama', 'Musical']";0;0;1;0
tt0093854,"['Comedy', 'Horror']";0;0;1;0
tt0094089,"['Comedy', 'Drama']";0;0;1;0
tt0090570,"['Biography', 'Drama', 'Romance']";0;1;0;0
tt0093225,"['Comedy', 'Drama']";0;0;1;0
tt0092802,"['Comedy', 'Romance']";0;0;1;0
tt0093253,"['Comedy', 'Romance']";0;0;1;0
tt0092717,['Comedy'];0;0;1;0
tt0093539,"['Comedy', 'Mystery']";0;0;1;0
tt0093828,"['Action', 'Comedy', 'Sci-Fi']";0;0;1;0
tt0094169,"['Comedy', 'Crime', 'Drama']";0;0;1;0
tt0092615,"['Fantasy', 'Adventure']";1;0;0;0
tt0092646,['Comedy'];0;0;1;0
tt0092758,"['Documentary', 'Biography', 'Music']";0;1;0;0
tt0094033,"['Action', 'Adventure', 'Sci-Fi']";1;0;0;0
tt0092546,"['Comedy', 'Sci-Fi']";0;0;1;0
tt0094318,"['Adventure', 'Drama']";1;0;0;0
tt0093778,['Comedy'];0;0;1;0
tt0091859,"['Comedy', 'Drama']";0;0;1;0
tt0091756,"['Comedy', 'Drama', 'Mystery']";0;0;1;0
tt0093617,"['Comedy', 'Romance', 'Sci-Fi']";0;0;1;0
tt0093145,"['Comedy', 'Crime', 'Romance']";0;0;1;0
tt0093042,"['Comedy', 'Mystery']";0;0;1;0
tt0092967,"['Comedy', 'Drama', 'Romance']";0;0;1;0
tt0094383,"['Comedy', 'Horror']";0;0;1;0
tt0093204,['Comedy'];0;0;1;0
tt0093276,"['Action', 'Adventure', 'Drama']";1;0;0;0
tt0093217,['Adventure'];1;0;0;0
tt0096438,"['Animation', 'Comedy', 'Crime']";0;0;1;0
tt0094898,"['Comedy', 'Romance']";0;0;1;0
tt0094737,"['Comedy', 'Drama', 'Fantasy']";0;0;1;0
tt0096320,['Comedy'];0;0;1;0
tt0092493,"['Action', 'Adventure', 'Comedy']";1;0;1;0
tt0095705,"['Comedy', 'Crime']";0;0;1;0
tt0094889,"['Comedy', 'Drama', 'Romance']";0;0;1;0
tt0094721,"['Comedy', 'Fantasy']";0;0;1;0
tt0096463,"['Comedy', 'Drama', 'Romance']";0;0;1;0
tt0095159,"['Comedy', 'Crime']";0;0;1;0
tt0096061,"['Comedy', 'Drama', 'Fantasy']";0;0;1;0
tt0096446,"['Action', 'Adventure', 'Drama']";1;0;0;0
tt0094715,"['Comedy', 'Drama', 'Music']";0;0;1;0
tt0095956,"['Action', 'Adventure', 'Thriller']";1;0;0;0
tt0095776,"['Animation', 'Adventure', 'Family']";1;0;0;1
tt0094812,"['Comedy', 'Romance', 'Sport']";0;0;1;0
tt0095489,"['Animation', 'Adventure', 'Family']";1;0;0;1
