Id;Genre;Comedy;Horror
tt0091213;"['Action', 'Comedy', 'Crime']";1;0
tt0092172;"['Action', 'Horror', 'Sci-Fi']";0;1
tt0092644;"['Action', 'Comedy', 'Crime']";1;0
tt0092644;"['Action', 'Comedy', 'Crime']";1;0
tt0093105;"['Biography', 'Comedy', 'Drama']";1;0
tt0093565;"['Comedy', 'Drama', 'Romance']";1;0
tt0094025;"['Comedy', 'Thriller']";1;0
tt0094332;"['Comedy', 'Fantasy', 'Horror']";1;1
tt0093773;"['Action', 'Horror', 'Sci-Fi']";0;1
tt0094142;"['Comedy', 'Crime', 'Thriller']";1;0
tt0092925;"['Comedy', 'Crime']";1;0
tt0093690;['Comedy'];1;0
tt0092699;"['Comedy', 'Drama', 'Romance']";1;0
tt0092948;"['Documentary', 'Comedy']";1;0
tt0093629;"['Fantasy', 'Horror', 'Thriller']";0;1
tt0093493;"['Comedy', 'Fantasy', 'Romance']";1;0
tt0093886;"['Comedy', 'Romance']";1;0
tt0092666;"['Comedy', 'Romance']";1;0
tt0094012;"['Adventure', 'Comedy', 'Sci-Fi']";1;0
tt0094072;"['Comedy', 'Romance']";1;0
tt0093418;"['Comedy', 'Fantasy']";1;0
tt0092513;"['Action', 'Adventure', 'Comedy']";1;0
tt0092494;"['Comedy', 'Family', 'Fantasy']";1;0
tt0093437;"['Comedy', 'Fantasy', 'Horror']";1;1
tt0092718;"['Comedy', 'Drama', 'Romance']";1;0
tt0093779;"['Adventure', 'Comedy', 'Family']";1;0
tt0093857;['Comedy'];1;0
tt0093148;"['Comedy', 'Family', 'Fantasy']";1;0
tt0093756;"['Comedy', 'Crime']";1;0
tt0093693;"['Comedy', 'Romance']";1;0
tt0092605;"['Comedy', 'Drama', 'Romance']";1;0
tt0093260;"['Action', 'Adventure', 'Comedy']";1;0
tt0094155;"['Comedy', 'Drama']";1;0
tt0092974;"['Family', 'Comedy']";1;0
tt0093822;"['Comedy', 'Crime', 'Drama']";1;0
tt0093175;"['Comedy', 'Drama', 'Fantasy']";1;0
tt0092798;['Comedy'];1;0
tt0092632;"['Crime', 'Drama', 'Horror']";0;1
tt0092690;['Comedy'];1;0
tt0092563;"['Horror', 'Mystery', 'Thriller']";0;1
tt0092710;"['Comedy', 'Crime']";1;0
tt0093818;['Comedy'];1;0
tt0093177;"['Fantasy', 'Horror']";0;1
tt0093278;"['Action', 'Adventure', 'Comedy']";1;0
tt0093777;['Horror'];0;1
tt0092796;"['Comedy', 'Fantasy', 'Horror']";1;1
tt0093075;"['Fantasy', 'Horror']";0;1
tt0093737;"['Comedy', 'Crime', 'Drama']";1;0
tt0092608;"['Comedy', 'Musical']";1;0
tt0093011;"['Action', 'Comedy', 'Crime']";1;0
tt0092897;['Comedy'];1;0
tt0093209;"['Comedy', 'Drama', 'Romance']";1;0
tt0093476;"['Fantasy', 'Comedy']";1;0
tt0093185;"['Action', 'Crime', 'Horror']";0;1
tt0093051;"['Comedy', 'Drama']";1;0
tt0094118;"['Comedy', 'Fantasy']";1;0
tt0093220;"['Comedy', 'Fantasy', 'Horror']";1;1
tt0094321;"['Comedy', 'Music', 'Romance']";1;0
tt0093186;"['Comedy', 'Drama', 'Romance']";1;0
tt0092752;"['Animation', 'Adventure', 'Comedy']";1;0
tt0093596;"['Comedy', 'Mystery', 'Romance']";1;0
tt0093200;['Comedy'];1;0
tt0093405;"['Action', 'Comedy', 'Sci-Fi']";1;0
tt0093467;"['Comedy', 'Fantasy', 'Romance']";1;0
tt0093215;['Comedy'];1;0
tt0093589;"['Comedy', 'Fantasy', 'Horror']";1;1
tt0093560;"['Action', 'Comedy', 'Fantasy']";1;0
tt0092655;"['Adventure', 'Comedy', 'Crime']";1;0
tt0094331;"['Comedy', 'Drama']";1;0
tt0092618;"['Comedy', 'Drama', 'Romance']";1;0
tt0092537;"['Comedy', 'Romance']";1;0
tt0094035;"['Crime', 'Drama', 'Horror']";0;1
tt0092842;"['Drama', 'Horror', 'Thriller']";0;1
tt0091343;"['Horror', 'Sci-Fi', 'Thriller']";0;1
tt0094021;"['Action', 'Comedy', 'Crime']";1;0
tt0093664;"['Comedy', 'Romance', 'Drama']";1;0
tt0093567;['Comedy'];1;0
tt0092834;"['Comedy', 'Fantasy', 'Romance']";1;0
tt0092809;"['Sci-Fi', 'Horror']";0;1
tt0093231;"['Comedy', 'Fantasy']";1;0
tt0093727;['Comedy'];1;0
tt0093477;"['Comedy', 'Romance', 'Sci-Fi']";1;0
tt0093072;"['Adventure', 'Comedy', 'Family']";1;0
tt0094140;"['Drama', 'Comedy']";1;0
tt0093714;"['Comedy', 'Crime', 'Sport']";1;0
tt0093913;"['Comedy', 'Drama', 'Romance']";1;0
tt0092822;"['Comedy', 'Drama', 'Musical']";1;0
tt0093854;"['Comedy', 'Horror']";1;1
tt0093626;"['Horror', 'Sci-Fi', 'Thriller']";0;1
tt0094089;"['Comedy', 'Drama']";1;0
tt0091707;['Horror'];0;1
tt0093225;"['Comedy', 'Drama']";1;0
tt0092802;"['Comedy', 'Romance']";1;0
tt0093253;"['Comedy', 'Romance']";1;0
tt0092717;['Comedy'];1;0
tt0093539;"['Comedy', 'Mystery']";1;0
tt0093828;"['Action', 'Comedy', 'Sci-Fi']";1;0
tt0094169;"['Comedy', 'Crime', 'Drama']";1;0
tt0092646;['Comedy'];1;0
tt0092546;"['Comedy', 'Sci-Fi']";1;0
tt0093778;['Comedy'];1;0
tt0091859;"['Comedy', 'Drama']";1;0
tt0091756;"['Comedy', 'Drama', 'Mystery']";1;0
tt0093617;"['Comedy', 'Romance', 'Sci-Fi']";1;0
tt0093145;"['Comedy', 'Crime', 'Romance']";1;0
tt0093042;"['Comedy', 'Mystery']";1;0
tt0092967;"['Comedy', 'Drama', 'Romance']";1;0
tt0094383;"['Comedy', 'Horror']";1;1
tt0093204;['Comedy'];1;0
tt0096438;"['Animation', 'Comedy', 'Crime']";1;0
tt0094898;"['Comedy', 'Romance']";1;0
tt0094737;"['Comedy', 'Drama', 'Fantasy']";1;0
tt0096320;['Comedy'];1;0
tt0092493;"['Action', 'Adventure', 'Comedy']";1;0
tt0095705;"['Comedy', 'Crime']";1;0
tt0094889;"['Comedy', 'Drama', 'Romance']";1;0
tt0094721;"['Comedy', 'Fantasy']";1;0
tt0096463;"['Comedy', 'Drama', 'Romance']";1;0
tt0095159;"['Comedy', 'Crime']";1;0
tt0096061;"['Comedy', 'Drama', 'Fantasy']";1;0
tt0094715;"['Comedy', 'Drama', 'Music']";1;0
tt0094812;"['Comedy', 'Romance', 'Sport']";1;0
tt0095742;"['Horror', 'Thriller']";0;1
tt0094746;"['Comedy', 'Drama']";1;0
tt0095031;"['Comedy', 'Crime']";1;0
tt0095253;['Comedy'];1;0
tt0094739;['Comedy'];1;0
tt0095631;"['Action', 'Comedy', 'Crime']";1;0
tt0095963;"['Action', 'Comedy', 'Crime']";1;0
tt0094862;"['Fantasy', 'Horror']";0;1
tt0095107;"['Comedy', 'Family', 'Fantasy']";1;0
tt0095188;"['Comedy', 'Drama']";1;0
tt0095519;['Comedy'];1;0
tt0096101;"['Comedy', 'Drama', 'Family']";1;0
tt0095593;"['Comedy', 'Crime', 'Romance']";1;0
tt0095927;"['Comedy', 'Drama', 'Romance']";1;0
tt0094612;"['Action', 'Comedy', 'Crime']";1;0
tt0096071;"['Fantasy', 'Horror']";0;1
tt0095882;"['Comedy', 'Crime']";1;0
tt0095179;['Horror'];0;1
tt0094890;"['Adventure', 'Comedy', 'Mystery']";1;0
tt0096073;"['Drama', 'Fantasy', 'Horror']";0;1
tt0095271;"['Horror', 'Thriller']";0;1
tt0095409;"['Comedy', 'Sport']";1;0
tt0095169;"['Comedy', 'Drama', 'Romance']";1;0
tt0094921;"['Comedy', 'Romance']";1;0
tt0096094;"['Comedy', 'Drama', 'Romance']";1;0
tt0094744;"['Adventure', 'Comedy', 'Romance']";1;0
tt0094678;"['Comedy', 'Romance']";1;0
tt0096054;"['Comedy', 'Drama', 'Musical']";1;0
tt0095889;"['Horror', 'Thriller']";0;1
tt0095687;"['Comedy', 'Sci-Fi']";1;0
tt0095638;"['Comedy', 'Fantasy', 'Drama']";1;0
tt0096380;"['Comedy', 'Fantasy']";1;0
tt0095348;"['Action', 'Comedy']";1;0
tt0096256;"['Action', 'Horror', 'Sci-Fi']";0;1
tt0095690;"['Comedy', 'Drama', 'Romance']";1;0
tt0094846;['Comedy'];1;0
tt0095294;"['Horror', 'Thriller']";0;1
tt0094824;"['Comedy', 'Sport']";1;0
tt0095654;"['Comedy', 'Romance']";1;0
tt0094910;['Comedy'];1;0
tt0095662;['Comedy'];1;0
tt0094701;"['Horror', 'Thriller']";0;1
tt0096203;"['Comedy', 'Crime']";1;0
tt0095304;"['Comedy', 'Fantasy', 'Horror']";1;1
tt0096454;"['Comedy', 'Crime', 'Mystery']";1;0
tt0096037;"['Comedy', 'Music', 'Romance']";1;0
tt0094761;"['Action', 'Horror', 'Sci-Fi']";0;1
tt0095726;['Comedy'];1;0
tt0095863;"['Action', 'Fantasy', 'Horror']";0;1
tt0095675;"['Comedy', 'Drama']";1;0
tt0095326;"['Comedy', 'Fantasy']";1;0
tt0096340;['Horror'];0;1
tt0095736;"['Comedy', 'Drama', 'Romance']";1;0
tt0095088;"['Comedy', 'Horror']";1;1
tt0095288;"['Comedy', 'Musical', 'Romance']";1;0
tt0095652;"['Drama', 'Horror', 'Sci-Fi']";0;1
tt0096289;"['Comedy', 'Drama', 'Romance']";1;0
tt0095613;"['Comedy', 'Drama']";1;0
tt0095145;"['Comedy', 'Crime']";1;0
tt0096200;"['Comedy', 'Drama', 'Romance']";1;0
tt0094961;"['Action', 'Comedy', 'Horror']";1;1
tt0096259;"['Comedy', 'Crime', 'Drama']";1;0
tt0095925;"['Fantasy', 'Horror']";0;1
tt0094593;"['Comedy', 'Fantasy', 'Romance']";1;0
tt0095649;"['Comedy', 'Drama', 'Romance']";1;0
tt0096378;"['Adventure', 'Comedy', 'Romance']";1;0
tt0095454;"['Drama', 'Fantasy', 'Horror']";0;1
tt0095484;"['Fantasy', 'Horror', 'Mystery']";0;1
tt0095665;"['Comedy', 'Drama']";1;0
tt0095488;"['Comedy', 'Horror']";1;1
tt0096466;['Comedy'];1;0
tt0096425;"['Action', 'Horror', 'Sci-Fi']";0;1
tt0096426;"['Comedy', 'Horror']";1;1
tt0092559;"['Comedy', 'Drama', 'Romance']";1;0
tt0095583;"['Action', 'Crime', 'Horror']";0;1
tt0096152;"['Drama', 'Horror', 'Romance']";0;1
tt0096156;"['Comedy', 'Drama']";1;0
tt0096236;"['Action', 'Comedy', 'Crime']";1;0
tt0095894;"['Animation', 'Comedy', 'Family']";1;0
tt0094819;"['Adventure', 'Biography', 'Comedy']";1;0
tt0095186;"['Comedy', 'Drama', 'Romance']";1;0
tt0094637;"['Comedy', 'Drama']";1;0
tt0098356;"['Comedy', 'Drama', 'Romance']";1;0
tt0096223;"['Comedy', 'Music']";1;0
tt0095357;['Comedy'];1;0
tt0093558;"['Documentary', 'Comedy', 'Music']";1;0
tt0094768;"['Action', 'Comedy', 'Mystery']";1;0
tt0094907;['Comedy'];1;0
tt0096241;"['Comedy', 'Drama']";1;0
tt0094651;"['Action', 'Horror', 'Thriller']";0;1
tt0095047;['Comedy'];1;0
tt0095903;"['Comedy', 'Drama']";1;0
tt0100684;['Comedy'];1;0
tt0097778;"['Comedy', 'Romance']";1;0
tt0097523;"['Adventure', 'Comedy', 'Family']";1;0
tt0096874;"['Adventure', 'Comedy', 'Sci-Fi']";1;0
tt0097428;"['Comedy', 'Fantasy', 'Sci-Fi']";1;0
tt0097239;"['Comedy', 'Drama']";1;0
tt0098067;"['Comedy', 'Drama']";1;0
tt0097165;"['Comedy', 'Drama']";1;0
tt0098635;"['Comedy', 'Drama', 'Romance']";1;0
tt0098621;"['Comedy', 'Romance']";1;0
tt0098384;"['Comedy', 'Drama', 'Romance']";1;0
tt0097958;['Comedy'];1;0
tt0098536;"['Comedy', 'Crime', 'Drama']";1;0
tt0098554;['Comedy'];1;0
tt0098439;"['Action', 'Comedy', 'Crime']";1;0
tt0097481;"['Comedy', 'Crime', 'Drama']";1;0
tt0098084;"['Fantasy', 'Horror']";0;1
tt0097815;"['Comedy', 'Sport']";1;0
tt0098282;"['Comedy', 'Crime']";1;0
tt0097637;"['Action', 'Comedy', 'Crime']";1;0
tt0098471;"['Action', 'Comedy']";1;0
tt0096928;"['Adventure', 'Comedy', 'Music']";1;0
tt0096734;"['Comedy', 'Mystery', 'Thriller']";1;0
tt0097366;"['Comedy', 'Mystery', 'Crime']";1;0
tt0098627;['Comedy'];1;0
tt0097235;['Comedy'];1;0
tt0096787;"['Animation', 'Comedy', 'Drama']";1;0
tt0097981;"['Horror', 'Thriller']";0;1
tt0097142;"['Drama', 'Comedy']";1;0
tt0097116;"['Comedy', 'Romance']";1;0
tt0098258;"['Comedy', 'Drama', 'Romance']";1;0
tt0097368;"['Horror', 'Sci-Fi']";0;1
tt0098343;"['Comedy', 'Drama', 'Romance']";1;0
tt0097500;"['Comedy', 'Crime', 'Mystery']";1;0
tt0097123;"['Comedy', 'Drama']";1;0
tt0098320;"['Comedy', 'Horror', 'Thriller']";1;1
tt0097044;"['Comedy', 'Fantasy', 'Romance']";1;0
tt0097737;"['Adventure', 'Horror', 'Mystery']";0;1
